Day,Month,Hour,Minute,Class
20,4,23,10,HIGH
20,4,23,20,HIGH
20,4,23,30,HIGH
20,4,23,40,HIGH
20,4,23,50,HIGH
21,4,0,0,HIGH
21,4,0,10,HIGH
21,4,0,20,HIGH
21,4,0,30,HIGH
21,4,0,40,HIGH
21,4,0,50,HIGH
21,4,1,0,HIGH
21,4,1,10,HIGH
21,4,1,20,HIGH
21,4,1,30,HIGH
21,4,1,40,HIGH
21,4,1,50,HIGH
21,4,2,0,HIGH
21,4,2,10,HIGH
21,4,2,20,HIGH
21,4,2,30,HIGH
21,4,2,40,HIGH
21,4,2,50,HIGH
21,4,3,0,HIGH
21,4,3,10,HIGH
21,4,3,20,HIGH
21,4,3,30,HIGH
21,4,3,40,HIGH
21,4,3,50,HIGH
21,4,4,0,HIGH
21,4,4,10,HIGH
21,4,4,20,HIGH
21,4,4,30,HIGH
21,4,4,40,HIGH
21,4,4,50,HIGH
21,4,5,0,HIGH
21,4,5,10,HIGH
21,4,5,20,HIGH
21,4,5,30,HIGH
21,4,5,40,HIGH
21,4,5,50,HIGH
21,4,6,0,HIGH
21,4,6,10,HIGH
21,4,6,20,HIGH
21,4,6,30,HIGH
21,4,6,40,HIGH
21,4,6,50,HIGH
21,4,7,0,HIGH
21,4,7,10,HIGH
21,4,7,20,HIGH
21,4,7,30,HIGH
21,4,7,40,HIGH
21,4,7,50,HIGH
21,4,8,0,HIGH
21,4,8,10,HIGH
21,4,8,20,HIGH
21,4,8,30,HIGH
21,4,8,40,HIGH
21,4,8,50,HIGH
21,4,9,0,HIGH
21,4,9,10,HIGH
21,4,9,20,HIGH
21,4,9,30,HIGH
21,4,9,40,HIGH
21,4,9,50,HIGH
21,4,10,0,HIGH
21,4,10,10,HIGH
21,4,10,20,HIGH
21,4,10,30,HIGH
21,4,10,40,HIGH
21,4,10,50,HIGH
21,4,11,0,HIGH
21,4,11,10,HIGH
21,4,11,20,HIGH
21,4,11,30,HIGH
21,4,11,40,HIGH
21,4,11,50,HIGH
21,4,12,0,HIGH
21,4,12,10,HIGH
21,4,12,20,HIGH
21,4,12,30,HIGH
21,4,12,40,HIGH
21,4,12,50,HIGH
21,4,13,0,HIGH
21,4,13,10,HIGH
21,4,13,20,HIGH
21,4,13,30,HIGH
21,4,13,40,HIGH
21,4,13,50,HIGH
21,4,14,0,HIGH
21,4,14,10,HIGH
21,4,14,20,HIGH
21,4,14,30,HIGH
21,4,14,40,HIGH
21,4,14,50,HIGH
21,4,15,0,HIGH
21,4,15,10,HIGH
21,4,15,20,HIGH
21,4,15,30,HIGH
21,4,15,40,HIGH
21,4,15,50,NORMAL
21,4,16,0,NORMAL
21,4,16,10,NORMAL
21,4,16,20,NORMAL
21,4,16,30,NORMAL
21,4,16,40,NORMAL
21,4,16,50,NORMAL
21,4,17,0,NORMAL
21,4,17,10,NORMAL
21,4,17,20,NORMAL
21,4,17,30,NORMAL
21,4,17,40,NORMAL
21,4,17,50,NORMAL
21,4,18,0,NORMAL
21,4,18,10,NORMAL
21,4,18,20,NORMAL
21,4,18,30,NORMAL
21,4,18,40,NORMAL
21,4,18,50,NORMAL
21,4,19,0,NORMAL
21,4,19,10,NORMAL
21,4,19,20,LOW
21,4,19,30,NORMAL
21,4,19,40,NORMAL
21,4,19,50,NORMAL
21,4,20,0,LOW
21,4,20,10,NORMAL
21,4,20,20,NORMAL
21,4,20,30,NORMAL
21,4,20,40,NORMAL
21,4,20,50,NORMAL
21,4,21,0,NORMAL
21,4,21,10,NORMAL
21,4,21,20,NORMAL
21,4,21,30,NORMAL
21,4,21,40,NORMAL
21,4,21,50,NORMAL
21,4,22,0,NORMAL
21,4,22,10,NORMAL
21,4,22,20,NORMAL
21,4,22,30,HIGH
21,4,22,40,HIGH
21,4,22,50,HIGH
21,4,23,0,HIGH
21,4,23,10,HIGH
21,4,23,20,HIGH
21,4,23,30,HIGH
21,4,23,40,HIGH
21,4,23,50,HIGH
22,4,0,0,HIGH
22,4,0,10,HIGH
22,4,0,20,HIGH
22,4,0,30,HIGH
22,4,0,40,HIGH
22,4,0,50,HIGH
22,4,1,0,HIGH
22,4,1,10,HIGH
22,4,1,20,HIGH
22,4,1,30,HIGH
22,4,1,40,HIGH
22,4,1,50,HIGH
22,4,2,0,HIGH
22,4,2,10,HIGH
22,4,2,20,HIGH
22,4,2,30,HIGH
22,4,2,40,HIGH
22,4,2,50,HIGH
22,4,3,0,HIGH
22,4,3,10,HIGH
22,4,3,20,HIGH
22,4,3,30,HIGH
22,4,3,40,HIGH
22,4,3,50,HIGH
22,4,4,0,HIGH
22,4,4,10,HIGH
22,4,4,20,HIGH
22,4,4,30,HIGH
22,4,4,40,HIGH
22,4,4,50,HIGH
22,4,5,0,HIGH
22,4,5,10,HIGH
22,4,5,20,HIGH
22,4,5,30,HIGH
22,4,5,40,HIGH
22,4,5,50,HIGH
22,4,6,0,HIGH
22,4,6,10,HIGH
22,4,6,20,HIGH
22,4,6,30,HIGH
22,4,6,40,HIGH
22,4,6,50,HIGH
22,4,7,0,HIGH
22,4,7,10,HIGH
22,4,7,20,HIGH
22,4,7,30,HIGH
22,4,7,40,HIGH
22,4,7,50,HIGH
22,4,8,0,HIGH
22,4,8,10,HIGH
22,4,8,20,HIGH
22,4,8,30,NORMAL
22,4,8,40,NORMAL
22,4,8,50,NORMAL
22,4,9,0,NORMAL
22,4,9,10,NORMAL
22,4,9,20,NORMAL
22,4,9,30,NORMAL
22,4,9,40,NORMAL
22,4,9,50,HIGH
22,4,10,0,HIGH
22,4,10,10,HIGH
22,4,10,20,HIGH
22,4,10,30,HIGH
22,4,10,40,HIGH
22,4,10,50,HIGH
22,4,11,0,HIGH
22,4,11,10,HIGH
22,4,11,20,HIGH
22,4,11,30,HIGH
22,4,11,40,HIGH
22,4,11,50,HIGH
22,4,12,0,HIGH
22,4,12,10,HIGH
22,4,12,20,HIGH
22,4,12,30,HIGH
22,4,12,40,HIGH
22,4,12,50,HIGH
22,4,13,0,HIGH
22,4,13,10,HIGH
22,4,13,20,HIGH
22,4,13,30,HIGH
22,4,13,40,HIGH
22,4,13,50,HIGH
22,4,14,0,HIGH
22,4,14,10,HIGH
22,4,14,20,HIGH
22,4,14,30,HIGH
22,4,14,40,HIGH
22,4,14,50,HIGH
22,4,15,0,HIGH
22,4,15,10,HIGH
22,4,15,20,HIGH
22,4,15,30,HIGH
22,4,15,40,HIGH
22,4,15,50,HIGH
22,4,16,0,HIGH
22,4,16,10,HIGH
22,4,16,20,NORMAL
22,4,16,30,NORMAL
22,4,16,40,NORMAL
22,4,16,50,HIGH
22,4,17,0,NORMAL
22,4,17,10,HIGH
22,4,17,20,HIGH
22,4,17,30,NORMAL
22,4,17,40,NORMAL
22,4,17,50,NORMAL
22,4,18,0,NORMAL
22,4,18,10,NORMAL
22,4,18,20,NORMAL
22,4,18,30,NORMAL
22,4,18,40,NORMAL
22,4,18,50,NORMAL
22,4,19,0,NORMAL
22,4,19,10,NORMAL
22,4,19,20,NORMAL
22,4,19,30,NORMAL
22,4,19,40,NORMAL
22,4,19,50,NORMAL
22,4,20,0,NORMAL
22,4,20,10,NORMAL
22,4,20,20,NORMAL
22,4,20,30,NORMAL
22,4,20,40,NORMAL
22,4,20,50,NORMAL
22,4,21,0,NORMAL
22,4,21,10,NORMAL
22,4,21,20,NORMAL
22,4,21,30,NORMAL
22,4,21,40,NORMAL
22,4,21,50,HIGH
22,4,22,0,NORMAL
22,4,22,10,NORMAL
22,4,22,20,HIGH
22,4,22,30,HIGH
22,4,22,40,HIGH
22,4,22,50,HIGH
22,4,23,0,HIGH
22,4,23,10,HIGH
22,4,23,20,HIGH
22,4,23,30,HIGH
22,4,23,40,HIGH
22,4,23,50,HIGH
23,4,0,0,HIGH
23,4,0,10,HIGH
23,4,0,20,HIGH
23,4,0,30,HIGH
23,4,0,40,HIGH
23,4,0,50,HIGH
23,4,1,0,HIGH
23,4,1,10,HIGH
23,4,1,20,HIGH
23,4,1,30,HIGH
23,4,1,40,HIGH
23,4,1,50,HIGH
23,4,2,0,HIGH
23,4,2,10,HIGH
23,4,2,20,HIGH
23,4,2,30,HIGH
23,4,2,40,HIGH
23,4,2,50,HIGH
23,4,3,0,HIGH
23,4,3,10,HIGH
23,4,3,20,HIGH
23,4,3,30,HIGH
23,4,3,40,HIGH
23,4,3,50,HIGH
23,4,4,0,HIGH
23,4,4,10,HIGH
23,4,4,20,HIGH
23,4,4,30,HIGH
23,4,4,40,HIGH
23,4,4,50,HIGH
23,4,5,0,HIGH
23,4,5,10,HIGH
23,4,5,20,HIGH
23,4,5,30,HIGH
23,4,5,40,HIGH
23,4,5,50,HIGH
23,4,6,0,HIGH
23,4,6,10,HIGH
23,4,6,20,HIGH
23,4,6,30,HIGH
23,4,6,40,HIGH
23,4,6,50,HIGH
23,4,7,0,HIGH
23,4,7,10,HIGH
23,4,7,20,HIGH
23,4,7,30,HIGH
23,4,7,40,HIGH
23,4,7,50,HIGH
23,4,8,0,HIGH
23,4,8,10,HIGH
23,4,8,20,HIGH
23,4,8,30,HIGH
23,4,8,40,HIGH
23,4,8,50,HIGH
23,4,9,0,HIGH
23,4,9,10,HIGH
23,4,9,20,HIGH
23,4,9,30,NORMAL
23,4,9,40,NORMAL
23,4,9,50,NORMAL
23,4,10,0,HIGH
23,4,10,10,NORMAL
23,4,10,20,HIGH
23,4,10,30,HIGH
23,4,10,40,HIGH
23,4,10,50,HIGH
23,4,11,0,HIGH
23,4,11,10,HIGH
23,4,11,20,HIGH
23,4,11,30,HIGH
23,4,11,40,HIGH
23,4,11,50,HIGH
23,4,12,0,HIGH
23,4,12,10,HIGH
23,4,12,20,HIGH
23,4,12,30,HIGH
23,4,12,40,HIGH
23,4,12,50,HIGH
23,4,13,0,HIGH
23,4,13,10,HIGH
23,4,13,20,HIGH
23,4,13,30,HIGH
23,4,13,40,HIGH
23,4,13,50,HIGH
23,4,14,0,HIGH
23,4,14,10,HIGH
23,4,14,20,HIGH
23,4,14,30,HIGH
23,4,14,40,HIGH
23,4,14,50,HIGH
23,4,15,0,HIGH
23,4,15,10,HIGH
23,4,15,20,HIGH
23,4,15,30,HIGH
23,4,15,40,HIGH
23,4,15,50,HIGH
23,4,16,0,HIGH
23,4,16,10,HIGH
23,4,16,20,HIGH
23,4,16,30,HIGH
23,4,16,40,HIGH
23,4,16,50,HIGH
23,4,17,0,HIGH
23,4,17,10,NORMAL
23,4,17,20,NORMAL
23,4,17,30,HIGH
23,4,17,40,NORMAL
23,4,17,50,NORMAL
23,4,18,0,NORMAL
23,4,18,10,NORMAL
23,4,18,20,NORMAL
23,4,18,30,NORMAL
23,4,18,40,NORMAL
23,4,18,50,NORMAL
23,4,19,0,NORMAL
23,4,19,10,NORMAL
23,4,19,20,NORMAL
23,4,19,30,NORMAL
23,4,19,40,NORMAL
23,4,19,50,NORMAL
23,4,20,0,NORMAL
23,4,20,10,NORMAL
23,4,20,20,NORMAL
23,4,20,30,NORMAL
23,4,20,40,NORMAL
23,4,20,50,NORMAL
23,4,21,0,NORMAL
23,4,21,10,NORMAL
23,4,21,20,NORMAL
23,4,21,30,NORMAL
23,4,21,40,NORMAL
23,4,21,50,HIGH
23,4,22,0,HIGH
23,4,22,10,HIGH
23,4,22,20,HIGH
23,4,22,30,HIGH
23,4,22,40,HIGH
23,4,22,50,HIGH
23,4,23,0,HIGH
23,4,23,10,HIGH
23,4,23,20,HIGH
23,4,23,30,HIGH
23,4,23,40,HIGH
23,4,23,50,HIGH
24,4,0,0,HIGH
24,4,0,10,HIGH
24,4,0,20,HIGH
24,4,0,30,HIGH
24,4,0,40,HIGH
24,4,0,50,HIGH
24,4,1,0,HIGH
24,4,1,10,HIGH
24,4,1,20,HIGH
24,4,1,30,HIGH
24,4,1,40,HIGH
24,4,1,50,HIGH
24,4,2,0,HIGH
24,4,2,10,HIGH
24,4,2,20,HIGH
24,4,2,30,HIGH
24,4,2,40,HIGH
24,4,2,50,HIGH
24,4,3,0,HIGH
24,4,3,10,HIGH
24,4,3,20,HIGH
24,4,3,30,HIGH
24,4,3,40,HIGH
24,4,3,50,HIGH
24,4,4,0,HIGH
24,4,4,10,HIGH
24,4,4,20,HIGH
24,4,4,30,HIGH
24,4,4,40,HIGH
24,4,4,50,HIGH
24,4,5,0,HIGH
24,4,5,10,HIGH
24,4,5,20,HIGH
24,4,5,30,HIGH
24,4,5,40,HIGH
24,4,5,50,HIGH
24,4,6,0,HIGH
24,4,6,10,HIGH
24,4,6,20,HIGH
24,4,6,30,HIGH
24,4,6,40,HIGH
24,4,6,50,HIGH
24,4,7,0,HIGH
24,4,7,10,HIGH
24,4,7,20,HIGH
24,4,7,30,HIGH
24,4,7,40,HIGH
24,4,7,50,HIGH
24,4,8,0,NORMAL
24,4,8,10,HIGH
24,4,8,20,HIGH
24,4,8,30,NORMAL
24,4,8,40,HIGH
24,4,8,50,HIGH
24,4,9,0,HIGH
24,4,9,10,HIGH
24,4,9,20,HIGH
24,4,9,30,HIGH
24,4,9,40,HIGH
24,4,9,50,HIGH
24,4,10,0,HIGH
24,4,10,10,HIGH
24,4,10,20,HIGH
24,4,10,30,HIGH
24,4,10,40,HIGH
24,4,10,50,HIGH
24,4,11,0,HIGH
24,4,11,10,HIGH
24,4,11,20,HIGH
24,4,11,30,HIGH
24,4,11,40,HIGH
24,4,11,50,HIGH
24,4,12,0,HIGH
24,4,12,10,HIGH
24,4,12,20,HIGH
24,4,12,30,NORMAL
24,4,12,40,NORMAL
24,4,12,50,HIGH
24,4,13,0,NORMAL
24,4,13,10,NORMAL
24,4,13,20,NORMAL
24,4,13,30,NORMAL
24,4,13,40,NORMAL
24,4,13,50,NORMAL
24,4,14,0,HIGH
24,4,14,10,HIGH
24,4,14,20,HIGH
24,4,14,30,HIGH
24,4,14,40,HIGH
24,4,14,50,HIGH
24,4,15,0,HIGH
24,4,15,10,HIGH
24,4,15,20,NORMAL
24,4,15,30,NORMAL
24,4,15,40,NORMAL
24,4,15,50,HIGH
24,4,16,0,NORMAL
24,4,16,10,HIGH
24,4,16,20,HIGH
24,4,16,30,NORMAL
24,4,16,40,HIGH
24,4,16,50,NORMAL
24,4,17,0,NORMAL
24,4,17,10,NORMAL
24,4,17,20,NORMAL
24,4,17,30,NORMAL
24,4,17,40,NORMAL
24,4,17,50,NORMAL
24,4,18,0,NORMAL
24,4,18,10,NORMAL
24,4,18,20,NORMAL
24,4,18,30,NORMAL
24,4,18,40,HIGH
24,4,18,50,HIGH
24,4,19,0,NORMAL
24,4,19,10,NORMAL
24,4,19,20,NORMAL
24,4,19,30,NORMAL
24,4,19,40,NORMAL
24,4,19,50,NORMAL
24,4,20,0,NORMAL
24,4,20,10,NORMAL
24,4,20,20,NORMAL
24,4,20,30,NORMAL
24,4,20,40,NORMAL
24,4,20,50,NORMAL
24,4,21,0,NORMAL
24,4,21,10,NORMAL
24,4,21,20,NORMAL
24,4,21,30,NORMAL
24,4,21,40,NORMAL
24,4,21,50,HIGH
24,4,22,0,HIGH
24,4,22,10,HIGH
24,4,22,20,HIGH
24,4,22,30,HIGH
24,4,22,40,HIGH
24,4,22,50,HIGH
24,4,23,0,HIGH
24,4,23,10,HIGH
24,4,23,20,HIGH
24,4,23,30,HIGH
24,4,23,40,HIGH
24,4,23,50,HIGH
25,4,0,0,HIGH
25,4,0,10,HIGH
25,4,0,20,HIGH
25,4,0,30,HIGH
25,4,0,40,HIGH
25,4,0,50,HIGH
25,4,1,0,HIGH
25,4,1,10,HIGH
25,4,1,20,HIGH
25,4,1,30,HIGH
25,4,1,40,HIGH
25,4,1,50,HIGH
25,4,2,0,HIGH
25,4,2,10,HIGH
25,4,2,20,HIGH
25,4,2,30,HIGH
25,4,2,40,HIGH
25,4,2,50,HIGH
25,4,3,0,HIGH
25,4,3,10,HIGH
25,4,3,20,HIGH
25,4,3,30,HIGH
25,4,3,40,HIGH
25,4,3,50,HIGH
25,4,4,0,HIGH
25,4,4,10,HIGH
25,4,4,20,HIGH
25,4,4,30,HIGH
25,4,4,40,HIGH
25,4,4,50,HIGH
25,4,5,0,HIGH
25,4,5,10,HIGH
25,4,5,20,HIGH
25,4,5,30,HIGH
25,4,5,40,HIGH
25,4,5,50,HIGH
25,4,6,0,HIGH
25,4,6,10,HIGH
25,4,6,20,HIGH
25,4,6,30,HIGH
25,4,6,40,HIGH
25,4,6,50,HIGH
25,4,7,0,HIGH
25,4,7,10,HIGH
25,4,7,20,HIGH
25,4,7,30,HIGH
25,4,7,40,HIGH
25,4,7,50,HIGH
25,4,8,0,HIGH
25,4,8,10,HIGH
25,4,8,20,HIGH
25,4,8,30,HIGH
25,4,8,40,HIGH
25,4,8,50,HIGH
25,4,9,0,HIGH
25,4,9,10,HIGH
25,4,9,20,HIGH
25,4,9,30,HIGH
25,4,9,40,HIGH
25,4,9,50,HIGH
25,4,10,0,HIGH
25,4,10,10,NORMAL
25,4,10,20,NORMAL
25,4,10,30,NORMAL
25,4,10,40,HIGH
25,4,10,50,HIGH
25,4,11,0,HIGH
25,4,11,10,HIGH
25,4,11,20,HIGH
25,4,11,30,HIGH
25,4,11,40,HIGH
25,4,11,50,HIGH
25,4,12,0,HIGH
25,4,12,10,HIGH
25,4,12,20,NORMAL
25,4,12,30,NORMAL
25,4,12,40,HIGH
25,4,12,50,HIGH
25,4,13,0,HIGH
25,4,13,10,HIGH
25,4,13,20,HIGH
25,4,13,30,HIGH
25,4,13,40,HIGH
25,4,13,50,HIGH
25,4,14,0,HIGH
25,4,14,10,HIGH
25,4,14,20,HIGH
25,4,14,30,HIGH
25,4,14,40,HIGH
25,4,14,50,HIGH
25,4,15,0,NORMAL
25,4,15,10,NORMAL
25,4,15,20,HIGH
25,4,15,30,NORMAL
25,4,15,40,NORMAL
25,4,15,50,NORMAL
25,4,16,0,NORMAL
25,4,16,10,NORMAL
25,4,16,20,NORMAL
25,4,16,30,NORMAL
25,4,16,40,NORMAL
25,4,16,50,NORMAL
25,4,17,0,NORMAL
25,4,17,10,NORMAL
25,4,17,20,NORMAL
25,4,17,30,NORMAL
25,4,17,40,NORMAL
25,4,17,50,NORMAL
25,4,18,0,NORMAL
25,4,18,10,NORMAL
25,4,18,20,NORMAL
25,4,18,30,NORMAL
25,4,18,40,NORMAL
25,4,18,50,NORMAL
25,4,19,0,NORMAL
25,4,19,10,NORMAL
25,4,19,20,NORMAL
25,4,19,30,NORMAL
25,4,19,40,NORMAL
25,4,19,50,NORMAL
25,4,20,0,NORMAL
25,4,20,10,NORMAL
25,4,20,20,NORMAL
25,4,20,30,NORMAL
25,4,20,40,NORMAL
25,4,20,50,NORMAL
25,4,21,0,NORMAL
25,4,21,10,NORMAL
25,4,21,20,NORMAL
25,4,21,30,NORMAL
25,4,21,40,NORMAL
25,4,21,50,NORMAL
25,4,22,0,HIGH
25,4,22,10,HIGH
25,4,22,20,HIGH
25,4,22,30,HIGH
25,4,22,40,HIGH
25,4,22,50,HIGH
25,4,23,0,HIGH
25,4,23,10,HIGH
25,4,23,20,HIGH
25,4,23,30,HIGH
25,4,23,40,HIGH
25,4,23,50,HIGH
26,4,0,0,HIGH
26,4,0,10,HIGH
26,4,0,20,HIGH
26,4,0,30,HIGH
26,4,0,40,HIGH
26,4,0,50,HIGH
26,4,1,0,HIGH
26,4,1,10,HIGH
26,4,1,20,HIGH
26,4,1,30,HIGH
26,4,1,40,HIGH
26,4,1,50,HIGH
26,4,2,0,HIGH
26,4,2,10,HIGH
26,4,2,20,HIGH
26,4,2,30,HIGH
26,4,2,40,HIGH
26,4,2,50,HIGH
26,4,3,0,HIGH
26,4,3,10,HIGH
26,4,3,20,HIGH
26,4,3,30,HIGH
26,4,3,40,HIGH
26,4,3,50,HIGH
26,4,4,0,HIGH
26,4,4,10,HIGH
26,4,4,20,HIGH
26,4,4,30,HIGH
26,4,4,40,HIGH
26,4,4,50,HIGH
26,4,5,0,HIGH
26,4,5,10,HIGH
26,4,5,20,HIGH
26,4,5,30,HIGH
26,4,5,40,HIGH
26,4,5,50,HIGH
26,4,6,0,HIGH
26,4,6,10,HIGH
26,4,6,20,HIGH
26,4,6,30,HIGH
26,4,6,40,HIGH
26,4,6,50,HIGH
26,4,7,0,HIGH
26,4,7,10,HIGH
26,4,7,20,HIGH
26,4,7,30,HIGH
26,4,7,40,HIGH
26,4,7,50,HIGH
26,4,8,0,HIGH
26,4,8,10,HIGH
26,4,8,20,HIGH
26,4,8,30,HIGH
26,4,8,40,HIGH
26,4,8,50,HIGH
26,4,9,0,HIGH
26,4,9,10,HIGH
26,4,9,20,HIGH
26,4,9,30,HIGH
26,4,9,40,HIGH
26,4,9,50,HIGH
26,4,10,0,HIGH
26,4,10,10,HIGH
26,4,10,20,HIGH
26,4,10,30,HIGH
26,4,10,40,HIGH
26,4,10,50,HIGH
26,4,11,0,HIGH
26,4,11,10,HIGH
26,4,11,20,HIGH
26,4,11,30,HIGH
26,4,11,40,HIGH
26,4,11,50,HIGH
26,4,12,0,HIGH
26,4,12,10,HIGH
26,4,12,20,HIGH
26,4,12,30,HIGH
26,4,12,40,HIGH
26,4,12,50,HIGH
26,4,13,0,HIGH
26,4,13,10,HIGH
26,4,13,20,HIGH
26,4,13,30,HIGH
26,4,13,40,HIGH
26,4,13,50,HIGH
26,4,14,0,HIGH
26,4,14,10,HIGH
26,4,14,20,HIGH
26,4,14,30,HIGH
26,4,14,40,HIGH
26,4,14,50,HIGH
26,4,15,0,NORMAL
26,4,15,10,HIGH
26,4,15,20,NORMAL
26,4,15,30,NORMAL
26,4,15,40,HIGH
26,4,15,50,HIGH
26,4,16,0,NORMAL
26,4,16,10,HIGH
26,4,16,20,HIGH
26,4,16,30,HIGH
26,4,16,40,HIGH
26,4,16,50,NORMAL
26,4,17,0,NORMAL
26,4,17,10,NORMAL
26,4,17,20,NORMAL
26,4,17,30,NORMAL
26,4,17,40,NORMAL
26,4,17,50,NORMAL
26,4,18,0,NORMAL
26,4,18,10,NORMAL
26,4,18,20,NORMAL
26,4,18,30,NORMAL
26,4,18,40,NORMAL
26,4,18,50,NORMAL
26,4,19,0,NORMAL
26,4,19,10,NORMAL
26,4,19,20,NORMAL
26,4,19,30,NORMAL
26,4,19,40,NORMAL
26,4,19,50,NORMAL
26,4,20,0,NORMAL
26,4,20,10,NORMAL
26,4,20,20,NORMAL
26,4,20,30,NORMAL
26,4,20,40,NORMAL
26,4,20,50,NORMAL
26,4,21,0,NORMAL
26,4,21,10,NORMAL
26,4,21,20,NORMAL
26,4,21,30,NORMAL
26,4,21,40,NORMAL
26,4,21,50,NORMAL
26,4,22,0,NORMAL
26,4,22,10,HIGH
26,4,22,20,HIGH
26,4,22,30,HIGH
26,4,22,40,HIGH
26,4,22,50,HIGH
26,4,23,0,HIGH
26,4,23,10,HIGH
26,4,23,20,HIGH
26,4,23,30,HIGH
26,4,23,40,HIGH
26,4,23,50,HIGH
27,4,0,0,HIGH
27,4,0,10,HIGH
27,4,0,20,HIGH
27,4,0,30,HIGH
27,4,0,40,HIGH
27,4,0,50,HIGH
27,4,1,0,HIGH
27,4,1,10,HIGH
27,4,1,20,HIGH
27,4,1,30,HIGH
27,4,1,40,HIGH
27,4,1,50,HIGH
27,4,2,0,HIGH
27,4,2,10,HIGH
27,4,2,20,HIGH
27,4,2,30,HIGH
27,4,2,40,HIGH
27,4,2,50,HIGH
27,4,3,0,HIGH
27,4,3,10,HIGH
27,4,3,20,HIGH
27,4,3,30,HIGH
27,4,3,40,HIGH
27,4,3,50,HIGH
27,4,4,0,HIGH
27,4,4,10,HIGH
27,4,4,20,HIGH
27,4,4,30,HIGH
27,4,4,40,HIGH
27,4,4,50,HIGH
27,4,5,0,HIGH
27,4,5,10,HIGH
27,4,5,20,HIGH
27,4,5,30,HIGH
27,4,5,40,HIGH
27,4,5,50,HIGH
27,4,6,0,HIGH
27,4,6,10,HIGH
27,4,6,20,HIGH
27,4,6,30,HIGH
27,4,6,40,HIGH
27,4,6,50,HIGH
27,4,7,0,HIGH
27,4,7,10,HIGH
27,4,7,20,HIGH
27,4,7,30,HIGH
27,4,7,40,HIGH
27,4,7,50,HIGH
27,4,8,0,HIGH
27,4,8,10,HIGH
27,4,8,20,HIGH
27,4,8,30,HIGH
27,4,8,40,HIGH
27,4,8,50,HIGH
27,4,9,0,HIGH
27,4,9,10,HIGH
27,4,9,20,HIGH
27,4,9,30,NORMAL
27,4,9,40,NORMAL
27,4,9,50,NORMAL
27,4,10,0,NORMAL
27,4,10,10,NORMAL
27,4,10,20,HIGH
27,4,10,30,HIGH
27,4,10,40,HIGH
27,4,10,50,HIGH
27,4,11,0,HIGH
27,4,11,10,HIGH
27,4,11,20,HIGH
27,4,11,30,HIGH
27,4,11,40,HIGH
27,4,11,50,HIGH
27,4,12,0,HIGH
27,4,12,10,HIGH
27,4,12,20,HIGH
27,4,12,30,HIGH
27,4,12,40,HIGH
27,4,12,50,HIGH
27,4,13,0,NORMAL
27,4,13,10,HIGH
27,4,13,20,NORMAL
27,4,13,30,NORMAL
27,4,13,40,HIGH
27,4,13,50,HIGH
27,4,14,0,HIGH
27,4,14,10,HIGH
27,4,14,20,HIGH
27,4,14,30,HIGH
27,4,14,40,HIGH
27,4,14,50,HIGH
27,4,15,0,HIGH
27,4,15,10,HIGH
27,4,15,20,HIGH
27,4,15,30,NORMAL
27,4,15,40,NORMAL
27,4,15,50,NORMAL
27,4,16,0,NORMAL
27,4,16,10,NORMAL
27,4,16,20,NORMAL
27,4,16,30,NORMAL
27,4,16,40,NORMAL
27,4,16,50,NORMAL
27,4,17,0,NORMAL
27,4,17,10,NORMAL
27,4,17,20,LOW
27,4,17,30,LOW
27,4,17,40,LOW
27,4,17,50,LOW
27,4,18,0,NORMAL
27,4,18,10,NORMAL
27,4,18,20,NORMAL
27,4,18,30,NORMAL
27,4,18,40,NORMAL
27,4,18,50,NORMAL
27,4,19,0,NORMAL
27,4,19,10,NORMAL
27,4,19,20,NORMAL
27,4,19,30,NORMAL
27,4,19,40,NORMAL
27,4,19,50,NORMAL
27,4,20,0,NORMAL
27,4,20,10,LOW
27,4,20,20,LOW
27,4,20,30,LOW
27,4,20,40,LOW
27,4,20,50,LOW
27,4,21,0,NORMAL
27,4,21,10,NORMAL
27,4,21,20,NORMAL
27,4,21,30,NORMAL
27,4,21,40,NORMAL
27,4,21,50,NORMAL
27,4,22,0,NORMAL
27,4,22,10,NORMAL
27,4,22,20,NORMAL
27,4,22,30,NORMAL
27,4,22,40,HIGH
27,4,22,50,HIGH
27,4,23,0,HIGH
27,4,23,10,HIGH
27,4,23,20,HIGH
27,4,23,30,HIGH
27,4,23,40,HIGH
27,4,23,50,HIGH
28,4,0,0,HIGH
28,4,0,10,HIGH
28,4,0,20,HIGH
28,4,0,30,HIGH
28,4,0,40,HIGH
28,4,0,50,HIGH
28,4,1,0,HIGH
28,4,1,10,HIGH
28,4,1,20,HIGH
28,4,1,30,HIGH
28,4,1,40,HIGH
28,4,1,50,HIGH
28,4,2,0,HIGH
28,4,2,10,HIGH
28,4,2,20,HIGH
28,4,2,30,HIGH
28,4,2,40,HIGH
28,4,2,50,HIGH
28,4,3,0,HIGH
28,4,3,10,HIGH
28,4,3,20,HIGH
28,4,3,30,HIGH
28,4,3,40,HIGH
28,4,3,50,HIGH
28,4,4,0,HIGH
28,4,4,10,HIGH
28,4,4,20,HIGH
28,4,4,30,HIGH
28,4,4,40,HIGH
28,4,4,50,HIGH
28,4,5,0,HIGH
28,4,5,10,HIGH
28,4,5,20,HIGH
28,4,5,30,HIGH
28,4,5,40,HIGH
28,4,5,50,HIGH
28,4,6,0,HIGH
28,4,6,10,HIGH
28,4,6,20,HIGH
28,4,6,30,HIGH
28,4,6,40,HIGH
28,4,6,50,HIGH
